ax,ay,az,gx,gy,gz,label
-0.360,0.093,1.221,26.664,-60.893,46.947,up
0.212,0.252,0.962,105.985,-128.832,-40.008,up
-0.129,-0.899,2.000,64.137,82.137,-21.916,up
0.177,0.259,0.280,-24.107,14.863,-15.687,up
0.003,0.458,1.153,108.229,-11.359,-3.908,up
0.006,0.579,0.883,-0.313,-0.817,-11.489,up
-0.256,0.493,0.829,-69.573,42.008,-27.565,up
0.204,0.436,1.130,17.481,-1.015,37.420,up
-0.125,0.412,0.855,10.985,28.389,17.450,up
-0.059,0.500,1.105,47.160,-23.626,-45.435,up
-0.032,0.474,1.031,1.603,11.832,24.427,up
-0.200,0.464,1.017,-2.931,26.649,33.221,up
-0.087,0.438,0.725,-13.824,4.130,-25.550,up
-0.277,0.517,1.063,14.863,-5.870,17.710,up
0.032,0.404,0.882,-51.824,90.076,-93.725,up
-0.099,0.432,0.881,47.771,-69.321,42.008,up
-0.164,0.438,0.906,-30.137,12.534,-9.229,up
-0.077,0.429,1.004,25.412,-15.687,-0.878,up
-0.040,0.415,0.959,-20.031,2.153,-4.634,up
-0.056,0.399,0.879,-10.924,-2.252,6.168,up
-0.061,0.411,0.983,9.733,4.611,-3.824,up
-0.044,0.394,0.909,8.160,-4.595,1.359,up
-0.073,0.424,0.984,4.962,-0.389,-4.786,up
0.044,0.414,0.990,5.366,-8.473,2.679,up
-0.104,0.415,0.904,-6.855,7.588,-5.466,up
-0.060,0.426,0.974,-3.053,-2.916,1.649,up
-0.078,0.418,0.985,-5.076,-4.237,-0.443,up
-0.062,0.400,0.866,3.573,5.267,-5.519,up
-0.055,0.417,0.969,3.695,2.496,-1.832,up
-0.029,0.410,0.959,0.908,3.069,-2.489,up
-0.047,0.411,0.969,2.580,4.298,-0.336,up
-0.065,0.407,0.948,-1.023,8.076,-1.969,up
-0.046,0.409,0.939,3.626,1.779,-1.679,up
-0.068,0.408,0.946,-1.046,-0.267,0.786,up
-0.080,0.410,0.971,7.863,0.710,-3.679,up
-0.050,0.407,0.940,0.328,3.588,-2.176,up
-0.044,0.405,0.961,-2.000,2.389,1.214,up
-0.075,0.415,0.961,3.305,-0.420,-0.252,up
-0.058,0.404,0.936,3.870,2.214,1.198,up
-0.081,0.411,0.939,2.397,1.908,1.351,up
-0.047,0.414,0.971,-0.412,1.237,-2.099,up
-0.045,0.408,0.971,5.534,1.763,0.794,up
-0.084,0.408,0.925,3.427,0.473,-1.733,up
-0.021,0.409,0.960,0.718,1.679,-1.634,up
-0.065,0.416,0.969,-0.244,-0.084,2.618,up
-0.070,0.415,0.956,3.649,1.412,-2.550,up
-0.029,0.411,0.963,0.214,2.611,0.870,up
-0.096,0.403,0.922,3.832,4.298,-2.313,up
-0.070,0.410,0.935,2.863,1.542,-4.046,up
-0.061,0.422,0.966,12.145,1.695,-5.145,up
-0.671,0.784,2.000,-31.374,-250.137,-4.244,up
0.250,0.841,0.378,-250.137,37.252,-194.786,up
-0.318,0.285,0.558,-250.137,-45.099,-20.183,up
0.953,-0.342,-0.393,-185.038,-73.458,140.466,up
0.111,-0.379,1.945,-28.183,-56.099,50.275,up
