ax,ay,az,gx,gy,gz,label
0.430,0.424,0.928,11.267,31.626,26.649,right
0.161,0.450,0.821,2.107,1.863,64.450,right
0.228,0.423,0.932,3.794,22.244,19.176,right
0.308,0.413,0.902,-10.695,28.267,18.443,right
0.272,0.376,0.844,-0.794,29.069,19.832,right
0.241,0.398,0.884,14.183,26.336,25.290,right
0.291,0.404,0.944,4.702,30.763,31.084,right
0.208,0.396,0.895,14.511,39.939,22.176,right
0.247,0.394,0.902,-1.145,54.466,26.908,right
0.200,0.412,0.924,40.611,59.687,12.214,right
0.154,0.439,1.040,-2.679,48.977,40.282,right
0.092,0.410,0.916,-4.817,56.534,32.977,right
0.119,0.405,0.949,1.313,50.542,37.664,right
0.057,0.421,0.974,-10.252,29.244,61.275,right
0.059,0.397,0.997,-17.450,49.878,35.626,right
0.103,0.376,0.960,-26.000,28.855,64.427,right
-0.093,0.344,0.872,2.931,23.053,64.916,right
0.027,0.371,0.975,-3.328,23.496,64.412,right
-0.086,0.356,0.849,8.786,24.000,50.481,right
-0.040,0.374,1.057,4.718,24.595,34.443,right
-0.015,0.348,0.951,-7.580,42.046,8.901,right
0.038,0.336,1.047,-17.771,6.550,40.313,right
-0.089,0.310,0.954,-26.443,30.718,38.618,right
-0.000,0.273,0.981,-8.405,55.542,25.557,right
-0.141,0.290,0.823,-2.802,-7.313,73.405,right
-0.091,0.329,1.051,15.618,6.267,45.198,right
-0.240,0.305,0.924,-42.779,-11.611,46.977,right
-0.080,0.263,0.976,-11.000,17.481,6.275,right
-0.264,0.282,0.930,11.496,-31.847,15.786,right
-0.404,0.344,1.082,-49.489,-106.092,-7.229,right
-2.000,1.927,1.278,-202.107,-250.137,-113.626,right
2.000,2.000,0.154,0.550,250.130,-250.137,right
2.000,0.528,0.492,-42.924,-179.916,40.519,right
0.228,1.629,2.000,250.130,-132.076,36.229,right
-0.079,0.662,-0.332,-250.137,200.702,-209.015,right
0.484,0.544,0.772,97.053,-141.870,138.313,right
0.091,0.617,1.321,-6.855,30.832,-10.076,right
0.302,0.461,0.678,-9.275,39.107,-7.542,right
0.176,0.487,0.864,12.565,-35.779,72.466,right
0.221,0.494,1.031,5.527,34.924,4.069,right
0.153,0.482,0.782,-12.160,-6.557,41.817,right
0.255,0.477,0.846,5.824,1.641,25.672,right
0.265,0.485,0.871,18.153,0.221,35.809,right
0.319,0.481,0.820,24.550,11.374,48.267,right
0.210,0.526,0.875,62.351,15.992,33.015,right
0.270,0.583,0.852,24.496,25.794,15.206,right
0.219,0.538,0.889,17.863,38.076,12.382,right
0.481,0.591,0.961,-22.878,102.137,-19.847,right
0.364,0.561,0.765,-13.947,67.366,90.687,right
0.157,0.551,0.922,13.328,71.962,118.611,right
-0.013,0.553,0.859,1.023,66.198,98.847,right
0.012,0.503,0.951,-36.595,87.939,46.565,right
0.061,0.422,0.848,-32.809,81.366,36.969,right
-0.094,0.396,0.757,-8.191,34.237,69.710,right
-0.034,0.435,0.887,43.061,65.885,23.733,right
-0.120,0.461,0.688,58.489,-12.046,38.870,right
0.003,0.497,1.041,17.794,55.534,29.031,right
-0.052,0.514,0.932,-9.969,40.481,52.244,right
-0.127,0.479,0.863,-8.359,33.252,54.916,right
-0.188,0.478,0.870,2.863,36.176,23.008,right
-0.106,0.513,0.899,6.901,33.252,11.145,right
-0.099,0.519,0.928,-7.618,34.656,21.626,right
-0.147,0.512,0.947,-16.641,-1.565,37.427,right
-0.101,0.534,1.047,-22.298,27.076,7.145,right
-0.025,0.500,1.026,-82.740,46.321,13.122,right
0.147,0.362,0.822,-192.015,48.511,104.344,right
-0.358,0.259,0.635,102.290,7.992,108.519,right
-0.268,0.457,1.204,-42.893,-56.168,136.588,right
-0.107,0.328,1.037,-43.321,41.038,17.863,right
-0.237,0.354,1.013,-39.618,-113.221,95.588,right
-0.334,0.264,1.120,-142.198,-76.542,30.634,right
0.399,0.005,0.841,-64.878,46.061,-93.939,right
0.012,-0.013,0.795,-30.809,-68.603,42.611,right
0.069,0.008,0.894,10.252,13.763,-38.977,right
-0.969,0.618,1.220,24.802,-250.137,136.229,right
-1.637,2.000,0.227,-250.137,250.130,-250.137,right
2.000,1.685,1.559,168.145,41.489,-250.137,right
0.237,0.623,-0.215,-124.542,-100.527,-55.557,right
1.405,0.558,1.753,142.771,-106.229,88.702,right
-0.273,0.456,1.014,-41.244,72.244,-72.122,right
0.609,0.329,0.607,11.771,-8.260,27.046,right
-0.093,0.427,1.025,-5.771,-13.634,16.115,right
0.509,0.328,0.789,2.122,10.084,-0.985,right
0.140,0.403,0.923,14.901,-14.664,26.740,right
0.286,0.363,0.981,-7.046,3.115,4.229,right
0.278,0.394,0.873,-24.061,11.328,-4.878,right
