ax,ay,az,gx,gy,gz,label
-0.230,0.240,0.851,22.824,-4.916,-22.305,up
-0.041,0.313,0.817,97.458,82.794,-96.977,up
0.094,0.293,1.317,47.389,14.687,13.107,up
-0.116,0.399,1.000,-84.153,-18.443,48.931,up
-0.308,0.227,0.564,-39.061,16.344,24.748,up
-0.188,0.135,0.345,84.084,41.466,-57.695,up
-0.301,0.611,0.927,250.130,-41.183,13.115,up
-0.153,0.772,1.600,88.176,31.031,-81.550,up
-0.167,0.593,0.452,-43.321,-13.496,-0.702,up
-0.231,0.628,0.594,132.191,80.542,-67.924,up
-0.167,1.046,1.382,46.214,-97.427,120.748,up
-0.509,0.694,0.951,-152.603,40.511,-42.908,up
0.142,0.465,0.339,-80.542,14.756,-46.588,up
-0.185,0.442,0.503,36.336,-69.053,89.366,up
-0.249,0.920,0.890,78.992,91.183,34.786,up
-0.325,0.702,1.071,-25.817,4.794,-17.168,up
0.021,0.621,0.499,-12.076,7.664,-15.618,up
-0.158,0.689,1.035,37.557,-27.412,15.443,up
-0.073,0.603,0.743,-58.382,26.992,-21.099,up
-0.046,0.543,0.801,56.565,-9.908,37.771,up
-0.228,0.692,1.057,-29.481,41.496,-1.069,up
-0.123,0.563,0.605,-35.191,45.565,-31.977,up
-0.211,0.586,0.817,27.405,-28.542,16.519,up
-0.155,0.618,0.937,-26.786,26.916,-19.748,up
-0.237,0.550,0.696,-10.718,9.206,-9.031,up
-0.100,0.564,0.889,0.588,28.443,-17.916,up
-0.307,0.612,0.804,7.260,-7.534,3.534,up
-0.201,0.610,0.930,-22.237,42.397,-32.664,up
-0.307,0.537,0.697,-13.397,6.870,-2.527,up
-0.183,0.564,0.940,-6.779,22.878,-5.366,up
-0.371,0.484,0.793,-22.931,11.031,4.878,up
-0.220,0.536,0.773,0.137,5.000,4.809,up
-0.318,0.538,0.883,-5.084,3.725,8.137,up
-0.176,0.496,0.832,-23.786,23.863,-8.832,up
-0.271,0.511,0.860,-0.374,-4.099,29.611,up
-0.345,0.507,0.901,-20.908,15.763,2.168,up
-0.313,0.464,0.784,-9.679,8.702,0.557,up
-0.345,0.473,0.867,-1.321,-6.420,2.305,up
-0.346,0.455,0.784,-2.145,-9.504,-13.260,up
-0.163,0.451,0.949,14.794,-10.252,-10.137,up
-0.227,0.455,0.938,4.443,-7.107,8.840,up
-0.320,0.484,0.778,20.710,-3.519,-3.557,up
-0.288,0.552,0.927,24.214,20.481,-33.740,up
