ax,ay,az,gx,gy,gz,label
0.277,-0.365,0.948,10.809,22.924,-33.229,down
0.282,-0.418,0.741,-25.099,-3.840,19.298,down
0.251,-0.341,0.981,31.466,10.679,8.168,down
0.195,-0.368,0.979,-26.176,-1.351,24.969,down
0.167,-0.365,0.809,15.115,2.847,10.710,down
0.127,-0.370,0.897,-9.130,-9.779,33.695,down
0.162,-0.328,0.912,74.641,17.557,13.008,down
0.173,-0.263,1.070,-28.260,6.443,25.847,down
0.074,-0.338,0.937,15.855,-10.061,36.206,down
0.201,-0.300,1.112,0.069,37.489,10.214,down
-0.029,-0.347,0.814,-6.901,15.489,47.107,down
-0.065,-0.353,0.790,18.939,35.519,-3.092,down
0.046,-0.249,1.074,79.847,12.870,-17.824,down
0.084,-0.235,1.141,-17.969,35.405,-10.351,down
-0.155,-0.261,0.987,11.634,16.954,-10.237,down
0.087,-0.253,0.902,-3.656,72.809,-59.252,down
-0.001,-0.283,0.913,22.191,6.282,21.542,down
-0.203,-0.151,1.161,55.832,15.893,-15.282,down
-0.078,-0.192,1.061,-62.595,24.244,-27.779,down
-0.031,-0.299,0.799,32.595,13.496,-26.229,down
-0.061,-0.173,1.145,17.641,-0.710,-15.977,down
-0.163,-0.260,0.825,-15.344,-10.191,-23.115,down
0.035,-0.205,1.045,35.725,32.931,-52.137,down
-0.017,-0.182,1.046,2.664,-0.305,4.710,down
-0.090,-0.201,0.968,23.290,-6.053,14.321,down
-0.127,-0.164,1.081,7.511,-1.420,-3.336,down
0.008,-0.175,1.028,-3.122,21.023,-20.878,down
-0.031,-0.193,0.952,2.496,9.794,10.740,down
-0.152,-0.165,1.033,25.130,1.023,8.496,down
-0.092,-0.140,1.104,-5.031,18.023,-20.962,down
-0.090,-0.202,0.911,-21.351,15.969,-22.924,down
-0.013,-0.198,0.982,30.756,18.527,-16.863,down
-0.135,-0.174,1.022,-23.198,-11.588,15.664,down
-0.103,-0.215,0.853,17.237,17.344,-19.221,down
-0.069,-0.147,1.076,16.756,-26.901,23.527,down
-0.120,-0.171,1.003,7.496,12.298,-14.466,down
-0.086,-0.178,0.995,-0.221,-15.122,20.176,down
-0.122,-0.128,0.997,26.565,0.878,11.763,down
-0.134,-0.057,1.017,4.260,8.435,-5.076,down
-0.072,-0.257,1.064,13.145,-14.863,-10.450,down
0.116,-0.129,1.096,2.237,35.947,-6.511,down
-0.144,-0.119,0.984,3.237,9.061,24.786,down
-0.190,-0.122,1.012,-1.153,17.863,-11.908,down
-0.101,-0.169,1.040,0.809,-31.366,-7.397,down
-0.022,-0.177,0.912,-33.748,-5.435,-28.534,down
0.033,-0.105,0.928,18.107,-30.595,59.382,down
-0.173,-0.141,1.212,-4.817,-72.252,81.962,down
-0.063,-0.205,1.096,-48.023,-37.595,25.359,down
0.120,-0.121,1.105,-131.450,-33.504,43.992,down
-0.093,-0.347,0.864,-61.718,-71.160,50.412,down
0.226,-0.411,0.539,9.031,56.374,-55.298,down
-0.033,-0.354,0.836,24.359,-31.336,-18.924,down
0.298,-0.406,0.079,36.695,179.221,-148.382,down
1.458,0.065,-1.017,250.130,250.130,57.000,down
-0.569,2.000,-0.138,250.130,-250.137,250.130,down
-1.696,2.000,2.000,-190.527,107.168,-42.893,down
0.707,1.002,-0.647,-243.427,250.130,-250.137,down
0.566,0.505,0.240,120.763,-172.588,250.130,down
-0.915,1.060,1.884,109.954,-114.985,106.794,down
-0.172,0.772,0.526,-209.863,118.954,-193.519,down
0.250,0.460,0.314,65.817,-60.351,56.656,down
-0.330,0.756,1.214,43.130,-44.450,58.366,down
-0.230,0.627,0.758,-61.053,31.168,-55.809,down
0.024,0.597,0.687,23.267,-12.641,20.435,down
-0.254,0.699,0.983,12.031,-5.443,16.550,down
