ax,ay,az,gx,gy,gz,label
-0.061,0.287,1.162,3.183,12.038,1.588,down
0.024,0.212,0.878,-18.191,17.618,-13.366,down
0.026,0.206,0.884,39.656,-8.191,14.679,down
-0.029,0.287,1.156,26.275,4.626,6.229,down
0.011,0.369,1.163,6.885,-1.817,7.275,down
-0.034,0.273,1.132,-49.336,34.740,-31.908,down
0.196,0.138,0.878,-41.260,52.382,-37.496,down
0.035,0.188,0.656,21.527,-44.336,72.183,down
-0.323,0.354,1.373,42.672,17.015,-20.817,down
-0.083,0.164,0.850,-73.282,87.214,-75.740,down
0.052,0.094,0.673,30.336,-56.733,34.969,down
-0.230,0.322,1.344,85.977,-54.534,11.969,down
0.103,0.358,1.438,-55.336,6.588,-13.237,down
-0.045,0.333,1.127,-3.748,-1.053,15.145,down
-0.258,0.388,1.662,-48.824,-41.565,24.069,down
-0.107,0.062,0.604,-98.313,100.656,-93.916,down
0.056,0.061,0.925,-9.832,-49.336,37.534,down
-0.500,0.126,1.170,-58.763,-7.985,-34.344,down
0.214,-0.044,0.729,-99.542,44.802,-91.267,down
0.020,-0.171,0.595,4.626,-51.679,23.893,down
-0.123,-0.082,1.270,-13.710,-39.046,4.962,down
0.087,-0.163,0.863,-37.198,15.687,-26.634,down
0.033,-0.178,0.839,17.382,5.420,-5.557,down
-0.015,-0.133,1.070,-13.282,-30.221,14.527,down
0.047,-0.138,0.938,6.305,-15.397,3.466,down
-0.036,-0.122,1.107,-1.008,-10.076,7.496,down
0.050,-0.149,0.963,-20.603,25.115,-18.427,down
0.036,-0.154,1.000,3.962,-7.366,-2.290,down
0.063,-0.165,0.980,2.008,9.504,-5.786,down
-0.019,-0.150,0.999,10.641,0.298,4.656,down
-0.014,-0.157,0.989,-0.534,5.954,-4.519,down
0.094,-0.140,1.062,18.763,-0.511,0.458,down
-0.029,-0.149,1.047,-1.183,1.611,3.191,down
0.065,-0.141,1.050,-5.130,-0.840,0.855,down
0.015,-0.147,0.950,7.557,0.359,1.756,down
0.022,-0.128,1.062,4.252,-2.992,2.573,down
0.056,-0.146,0.985,-4.885,10.229,-7.092,down
0.036,-0.145,0.979,10.794,-3.603,8.809,down
-0.019,-0.128,1.060,-3.000,2.366,2.008,down
0.064,-0.154,0.986,-1.191,10.878,-3.618,down
0.016,-0.148,1.011,11.939,-0.954,4.313,down
0.007,-0.144,1.015,-1.802,3.397,0.000,down
0.046,-0.145,1.029,3.702,-0.275,1.885,down
0.017,-0.146,1.002,3.153,0.802,2.107,down
0.016,-0.147,1.013,-1.130,3.527,-2.313,down
0.033,-0.149,1.001,1.191,-0.351,2.595,down
0.035,-0.135,1.041,2.282,3.214,-1.458,down
0.022,-0.150,0.975,-0.748,3.771,0.534,down
0.021,-0.143,1.012,6.145,-4.084,6.405,down
0.029,-0.140,1.014,2.221,7.550,-6.595,down
0.024,-0.141,1.028,-0.336,-1.527,2.603,down
0.045,-0.147,1.021,-2.565,3.351,-1.458,down
-0.006,-0.120,1.143,3.435,-20.321,0.397,down
0.036,-0.174,1.008,-46.626,2.153,-15.519,down
0.052,-0.208,0.950,-45.382,4.046,-7.748,down
0.059,-0.262,0.882,-11.336,-5.031,-1.595,down
0.050,-0.285,0.917,29.313,7.023,-6.809,down
-0.047,-0.210,1.152,-14.954,-1.901,2.840,down
0.077,-0.267,0.899,-13.573,21.573,-21.802,down
0.066,-0.247,0.961,8.611,-15.130,8.756,down
-0.004,-0.249,0.979,-10.420,12.153,-12.771,down
0.132,-0.263,0.928,9.840,-5.847,5.412,down
-0.027,-0.229,0.994,-13.168,-19.870,12.336,down
0.060,-0.326,0.642,-50.534,27.145,-18.824,down
0.570,-0.269,-0.588,-7.435,249.015,-71.473,down
0.138,0.242,-0.870,250.130,-43.740,250.130,down
0.175,1.667,2.000,250.130,-150.153,135.382,down
-1.325,0.684,1.147,-142.206,117.496,-36.794,down
1.323,0.783,2.000,236.351,105.076,-31.580,down
-0.917,0.796,1.080,92.321,15.084,58.443,down
0.111,0.807,1.652,-96.344,-19.321,10.229,down
0.012,0.413,0.544,-49.198,37.649,-58.275,down
-0.085,0.480,0.692,35.947,-63.237,57.985,down
-0.205,0.559,1.226,-26.870,8.321,-30.405,down
0.133,0.406,0.644,-30.924,6.656,-10.565,down
-0.149,0.489,0.992,33.405,-21.817,25.305,down
-0.116,0.472,0.924,-32.466,19.649,-25.015,down
0.063,0.451,0.828,0.580,-7.939,-0.542,down
-0.039,0.441,0.946,-4.985,-5.618,5.168,down
-0.037,0.423,0.831,3.947,0.901,3.405,down
-0.052,0.473,0.963,30.130,-2.481,3.015,down
-0.091,0.492,0.991,-7.321,1.878,-0.397,down
0.024,0.475,0.951,10.122,5.176,-4.618,down
-0.058,0.506,1.017,6.336,-17.802,7.084,down
-0.001,0.509,0.989,-0.725,15.908,-12.046,down
-0.079,0.494,1.051,-27.947,-13.092,14.527,down
-0.016,0.496,1.054,-6.809,7.023,-9.893,down
-0.143,0.448,1.021,-65.458,2.588,-4.832,down
0.007,0.359,0.878,-41.305,0.977,-11.092,down
-0.161,0.325,0.884,-51.718,-18.527,9.947,down
0.052,0.285,0.932,-22.763,-3.450,-18.885,down
-0.045,0.281,0.920,-21.336,-18.916,5.947,down
0.027,0.306,1.148,-12.275,-2.458,-16.580,down
-0.012,0.185,0.834,-58.740,6.534,-27.420,down
0.122,0.203,1.066,3.702,-30.244,22.267,down
-0.050,0.170,1.021,-60.947,22.924,-8.374,down
0.038,0.042,0.845,-25.397,11.107,3.137,down
0.065,0.087,0.987,1.885,-3.954,15.137,down
-0.052,0.089,0.994,-18.679,-15.779,19.695,down
0.021,0.048,0.991,30.718,53.229,-45.603,down
0.094,-0.094,1.224,-30.145,-82.130,34.901,down
-0.101,0.137,1.104,-24.489,40.679,-34.198,down
-0.049,0.076,1.012,-27.687,-33.809,-1.595,down
-0.039,-0.040,0.953,-99.977,1.275,7.023,down
-0.123,-0.070,1.014,-47.992,-14.969,-15.168,down
0.103,-0.157,0.977,-71.275,-7.015,-16.115,down
0.075,-0.187,1.188,-72.389,-29.122,-6.183,down
0.031,-0.234,0.800,-183.649,-12.221,3.603,down
0.406,-0.356,1.080,-50.771,-52.954,22.099,down
-0.249,-0.505,0.355,-96.824,-11.015,25.023,down
0.358,-0.529,0.741,61.153,4.038,-6.695,down
-0.083,-0.492,0.896,-10.939,1.802,8.389,down
0.205,-0.505,0.759,29.031,7.687,-15.763,down
0.001,-0.493,0.553,-24.840,14.924,-5.321,down
-0.176,-0.437,-0.916,21.542,219.420,-114.420,down
0.537,0.534,-0.819,250.130,109.198,52.198,down
0.248,2.000,2.000,250.130,-235.122,223.634,down
-1.521,0.803,-0.027,-195.573,250.130,-250.137,down
1.699,0.942,2.000,102.015,-124.282,243.916,down
-1.423,0.744,1.078,86.939,58.718,-6.924,down
0.325,0.727,1.164,-72.130,24.733,-11.382,down
-0.299,0.580,0.728,38.985,15.756,-19.366,down
-0.092,0.613,0.845,-8.145,-40.824,49.198,down
-0.212,0.583,0.813,-1.779,23.053,-17.618,down
-0.080,0.611,0.800,19.038,-4.359,20.962,down
-0.243,0.611,0.933,-2.832,20.763,-3.855,down
-0.143,0.552,0.746,-18.031,15.046,0.740,down
-0.249,0.601,0.854,5.046,-3.924,13.145,down
-0.123,0.570,0.817,-9.237,26.229,-13.489,down
-0.173,0.585,0.844,11.046,-2.809,14.107,down
-0.217,0.579,0.812,-1.069,11.817,-7.580,down
-0.185,0.611,0.861,0.786,-5.710,6.763,down
-0.189,0.588,0.875,-6.412,14.893,-9.168,down
-0.121,0.608,0.884,2.901,-6.344,10.725,down
-0.257,0.648,0.999,-12.489,-7.817,3.855,down
-0.120,0.761,1.585,-99.427,-39.366,13.359,down
-0.249,0.559,0.707,-225.160,22.672,-27.969,down
0.189,0.368,1.217,-124.725,-38.863,24.718,down
-0.368,0.113,0.556,-159.031,-35.519,44.870,down
-0.052,0.043,1.045,-46.664,-3.557,-24.580,down
-0.095,-0.078,0.773,-71.679,-0.557,-8.069,down
0.024,-0.042,1.205,-22.092,-15.748,9.977,down
-0.144,-0.123,0.811,-60.344,11.641,-12.053,down
0.004,-0.153,1.023,-20.366,-38.847,9.206,down
-0.099,-0.156,1.030,-19.038,-53.527,46.992,down
-0.105,-0.177,0.972,-26.626,9.405,-24.290,down
0.118,-0.150,1.168,-15.031,3.908,-19.237,down
-0.074,-0.249,0.886,-88.244,-4.527,19.198,down
0.034,-0.239,1.132,-24.214,-4.405,2.893,down
-0.179,-0.339,0.762,-74.580,-0.740,5.656,down
0.039,-0.373,0.989,-38.634,2.321,-18.954,down
-0.013,-0.480,0.707,-62.427,5.084,-11.099,down
0.113,-0.508,0.844,-25.191,-16.122,12.420,down
-0.130,-0.523,0.754,-15.122,-2.168,-7.710,down
0.109,-0.517,0.913,-8.878,2.420,-11.885,down
-0.065,-0.549,0.719,-15.954,-1.885,-4.298,down
0.076,-0.539,0.877,-16.664,5.725,-8.489,down
0.021,-0.574,0.507,16.534,19.672,-15.550,down
-0.163,-0.506,0.007,-25.664,77.771,-9.954,down
0.674,-0.002,-1.833,250.130,250.130,-102.023,down
-0.961,1.958,0.655,250.130,-6.412,120.267,down
-0.881,2.000,2.000,-41.695,-225.076,250.130,down
0.352,0.680,0.762,-0.023,250.130,-250.137,down
-0.525,0.465,0.910,-3.832,-27.649,29.557,down
-0.147,0.531,1.016,16.191,-2.496,17.931,down
-0.280,0.514,0.805,23.405,-10.237,25.611,down
-0.306,0.556,0.906,28.534,5.092,10.580,down
-0.130,0.547,0.767,36.397,20.748,2.901,down
-0.304,0.597,0.779,43.992,-5.008,46.198,down
-0.310,0.665,0.970,27.794,5.496,19.115,down
-0.244,0.606,0.815,-26.160,11.176,-2.588,down
-0.229,0.581,0.728,-4.023,2.084,0.282,down
-0.195,0.617,0.874,-3.244,-10.275,6.359,down
-0.187,0.579,0.753,-23.084,18.031,-1.580,down
-0.223,0.578,0.779,16.336,0.565,9.252,down
-0.232,0.602,0.889,-13.534,5.985,5.061,down
-0.281,0.540,0.674,1.779,16.947,-17.000,down
-0.164,0.579,0.825,9.916,7.267,9.053,down
-0.183,0.580,0.760,25.847,22.275,13.092,down
-0.460,0.626,0.674,26.931,-4.099,9.344,down
-0.151,0.687,0.806,37.695,26.427,-19.023,down
-0.305,0.719,0.845,49.099,-48.550,31.275,down
-0.274,0.827,1.272,-59.763,-70.847,-11.038,down
-0.109,0.736,1.046,-220.466,-27.145,-15.122,down
0.106,0.623,1.022,-168.298,-47.634,38.847,down
-0.263,0.245,0.825,-141.053,-64.000,70.168,down
-0.055,0.193,0.847,-125.763,42.504,-6.481,down
-0.138,0.061,0.891,-42.847,-16.863,34.443,down
-0.151,0.067,1.140,-79.969,-5.664,20.969,down
-0.114,-0.060,0.859,-75.282,7.130,4.702,down
-0.152,-0.149,0.763,-45.267,-5.855,14.282,down
-0.155,-0.134,0.892,24.137,-37.847,7.130,down
-0.103,-0.089,1.100,-51.160,-9.321,-4.718,down
-0.021,-0.181,0.933,-27.679,3.008,-33.176,down
0.143,-0.210,0.998,-34.359,-7.985,0.832,down
-0.116,-0.229,0.815,-29.046,-28.359,34.656,down
-0.047,-0.242,1.055,-37.473,-18.550,-0.885,down
-0.012,-0.299,1.017,-66.290,-11.947,-3.366,down
-0.001,-0.341,0.881,-87.985,6.473,-18.832,down
0.006,-0.354,1.015,-44.290,-55.595,6.099,down
