ax,ay,az,gx,gy,gz,label
-0.157,0.232,0.974,8.107,-15.458,-15.954,left
-0.194,0.287,1.168,-6.588,-33.718,-27.130,left
-0.177,0.216,0.933,-37.718,3.557,-83.328,left
-0.039,0.220,1.083,-1.649,-16.290,-86.664,left
-0.118,0.193,1.133,-77.626,-46.153,-72.412,left
-0.026,0.029,0.763,-64.069,10.107,-142.412,left
0.235,0.003,0.837,37.878,11.504,-125.038,left
0.028,0.073,0.977,48.649,-43.931,-64.748,left
0.082,0.133,1.052,38.893,2.084,-91.107,left
0.091,0.146,0.936,43.595,13.664,-70.947,left
0.001,0.228,1.015,74.603,4.718,-47.740,left
-0.098,0.587,1.040,21.580,24.237,-62.458,left
-0.025,0.075,1.177,48.863,-10.229,-33.939,left
-0.186,0.293,1.059,4.626,-57.939,-37.863,left
0.029,0.311,0.812,29.672,-41.344,-86.344,left
0.222,0.387,1.032,63.824,-51.519,-56.427,left
0.167,0.408,1.090,5.992,-40.328,-26.870,left
0.227,0.377,0.949,-2.763,-23.702,-16.771,left
0.139,0.391,0.967,14.718,-34.107,6.611,left
0.178,0.394,0.982,-10.603,-10.031,-4.191,left
