ax,ay,az,gx,gy,gz,label
-0.014,-0.718,0.719,-21.122,-7.321,23.649,down
0.242,-0.833,0.549,-10.282,34.557,-10.595,down
0.107,-0.761,0.555,50.847,-6.504,26.298,down
0.088,-0.716,0.736,55.550,5.947,-40.893,down
0.146,-0.724,0.561,87.183,3.374,2.641,down
0.006,-0.631,0.953,22.298,-6.939,28.092,down
0.153,-0.684,0.954,-24.542,16.450,-33.603,down
-0.100,-0.525,0.313,24.695,-18.977,-4.053,down
0.227,-0.768,1.000,63.847,-10.725,-26.061,down
0.101,-0.539,0.771,-13.008,-5.580,9.893,down
0.044,-0.615,0.842,19.183,-47.046,-23.153,down
0.323,-0.632,0.852,-41.931,21.053,-31.168,down
0.198,-0.606,0.732,14.824,-23.412,-9.641,down
0.223,-0.480,0.687,-20.107,56.580,-6.885,down
0.240,-0.578,1.106,22.321,-76.901,66.626,down
0.201,-0.606,0.899,-108.771,45.969,-14.397,down
0.215,-0.702,0.576,-48.321,25.962,-16.695,down
0.052,-0.671,0.725,-68.809,12.489,-14.847,down
0.256,-0.779,0.531,-11.389,-7.275,-0.008,down
0.153,-0.764,0.674,-45.588,4.687,-11.878,down
0.229,-0.782,0.474,-11.191,-10.344,6.206,down
0.170,-0.781,0.525,-6.076,-0.542,9.466,down
0.209,-0.775,0.662,-16.695,38.183,-8.053,down
0.175,-0.792,0.550,-7.115,35.053,-5.687,down
0.165,-0.814,0.540,-8.840,23.901,-4.237,down
0.126,-0.814,0.571,-14.191,13.321,-7.702,down
0.187,-0.822,0.542,-19.000,9.664,-10.542,down
0.170,-0.816,0.547,-3.344,1.656,-3.191,down
0.174,-0.824,0.510,-3.931,2.206,-4.557,down
0.196,-0.840,0.511,-1.458,0.870,-1.824,down
0.209,-0.833,0.542,0.824,-3.489,-0.366,down
0.145,-0.816,0.575,-6.443,0.260,-1.374,down
0.195,-0.834,0.498,5.962,0.084,-1.473,down
0.207,-0.838,0.624,-3.176,-6.832,-2.611,down
