ax,ay,az,gx,gy,gz,label
-0.105,0.459,0.888,17.763,6.511,0.168,up
-0.156,0.472,1.016,29.008,32.008,-48.542,up
-0.073,0.459,0.868,-19.473,13.450,5.969,up
-0.187,0.463,0.896,26.786,-3.443,5.687,up
-0.118,0.505,0.988,-12.947,17.389,-21.893,up
-0.173,0.429,0.819,-7.573,13.679,-20.160,up
-0.116,0.480,0.959,21.618,-5.580,6.565,up
-0.211,0.489,0.925,-8.176,-9.214,-0.893,up
-0.108,0.449,0.873,-0.298,8.679,-17.008,up
-0.134,0.471,0.912,9.221,-11.435,8.557,up
-0.173,0.486,0.942,-3.481,-9.038,1.710,up
-0.128,0.466,0.897,-7.260,2.832,-12.267,up
-0.127,0.458,0.902,4.267,-6.427,2.229,up
-0.147,0.458,0.910,-3.718,-0.962,-2.412,up
-0.113,0.452,0.878,6.183,0.000,-1.351,up
-0.108,0.474,0.946,13.763,0.489,-0.107,up
-0.141,0.471,0.918,-9.534,4.244,0.855,up
-0.103,0.463,0.902,1.382,-1.802,0.733,up
-0.127,0.465,0.921,3.771,0.962,2.176,up
-0.150,0.467,0.898,-0.985,4.863,-4.588,up
-0.098,0.466,0.934,-0.947,-0.916,2.252,up
-0.125,0.458,0.911,3.084,4.092,-2.031,up
-0.120,0.462,0.913,1.824,2.412,1.168,up
-0.144,0.452,0.906,1.641,1.954,-1.061,up
-0.102,0.462,0.935,1.947,3.084,-0.237,up
-0.136,0.458,0.901,1.267,2.015,-0.336,up
-0.132,0.461,0.913,0.237,-1.130,1.725,up
-0.123,0.458,0.901,3.031,4.145,-1.298,up
-0.131,0.469,0.939,4.763,-0.901,2.931,up
-0.124,0.463,0.908,-0.389,11.939,-7.573,up
-0.141,0.455,0.904,6.145,-2.443,6.053,up
-0.109,0.471,0.945,-0.565,3.924,-1.641,up
-0.134,0.462,0.901,1.023,2.527,0.802,up
-0.119,0.457,0.925,2.496,1.809,1.168,up
-0.118,0.463,0.925,-0.870,4.321,0.542,up
-0.153,0.456,0.897,-2.023,3.321,-1.603,up
-0.115,0.447,0.902,5.244,0.992,2.511,up
-0.130,0.464,0.943,-0.405,5.771,-3.198,up
-0.113,0.449,0.914,4.878,3.679,0.710,up
-0.149,0.458,0.930,0.023,1.038,0.382,up
-0.102,0.452,0.907,-2.313,4.275,-3.542,up
-0.141,0.450,0.897,8.473,0.450,2.672,up
-0.162,0.466,0.952,-1.260,1.908,1.069,up
-0.113,0.445,0.893,0.344,4.053,-3.023,up
-0.148,0.446,0.868,10.466,2.015,1.069,up
-0.111,0.440,0.833,17.870,18.901,-4.252,up
-0.058,0.613,1.331,106.817,-147.023,82.634,up
-0.530,1.332,2.000,-250.137,-68.687,17.427,up
0.683,1.523,1.345,-250.137,51.634,-146.160,up
0.018,0.167,-1.223,-250.137,93.885,-161.122,up
0.854,-0.649,-0.197,170.267,-35.069,-11.550,up
-0.066,-0.513,0.944,93.885,-99.183,148.198,up
0.007,-0.581,0.963,16.931,90.771,-110.336,up
0.542,-0.643,0.502,-12.832,44.908,-22.099,up
0.164,-0.546,1.116,73.794,-26.786,45.015,up
0.125,-0.570,0.623,-14.557,62.840,-45.046,up
0.329,-0.534,0.784,52.023,4.809,1.763,up
0.328,-0.440,0.717,96.397,97.107,-3.344,up
0.396,-0.348,0.763,176.924,101.962,77.504,up
-0.219,-0.147,1.086,114.031,37.779,132.427,up
-0.204,-0.135,0.461,174.855,132.511,18.389,up
-0.140,0.190,1.284,189.527,48.359,69.962,up
-0.440,0.299,0.923,186.374,47.855,-19.649,up
-0.201,0.860,1.131,73.336,130.977,-77.366,up
-0.362,0.168,-0.035,-29.290,178.000,2.634,up
0.070,0.912,1.025,250.130,-95.832,205.824,up
-0.873,1.015,1.609,-46.985,2.931,56.947,up
0.064,0.655,0.565,34.748,52.649,-28.870,up
-0.125,0.803,0.883,66.786,-7.023,47.618,up
-0.372,0.837,1.021,-38.939,-15.748,-6.176,up
-0.009,0.617,0.437,-34.328,-8.435,-9.565,up
-0.420,0.803,1.212,-29.344,-36.672,-14.802,up
0.031,0.557,0.456,-25.458,-8.405,-18.313,up
-0.454,1.234,0.880,19.672,-248.252,49.427,up
-0.157,1.609,2.000,-250.137,-250.137,100.053,up
