ax,ay,az,gx,gy,gz,label
0.471,0.033,0.770,-13.992,17.824,-8.916,left
0.320,0.103,0.972,2.099,13.557,-39.473,left
0.489,0.103,0.814,3.969,-3.985,-19.786,left
0.423,0.125,0.943,12.183,-13.221,7.817,left
0.411,0.117,0.894,8.863,9.275,-5.641,left
0.400,0.118,0.922,6.634,-8.977,13.176,left
0.508,0.041,0.920,24.214,2.481,16.649,left
0.345,0.123,0.990,4.450,2.000,23.405,left
0.362,0.141,0.793,13.366,2.847,13.069,left
0.443,0.150,0.986,14.611,7.336,4.015,left
0.407,0.162,0.894,5.481,3.496,6.534,left
0.457,0.138,0.826,15.092,11.893,11.008,left
0.399,0.166,1.010,12.328,-5.710,18.221,left
0.368,0.153,0.945,-5.550,17.282,4.137,left
0.407,0.161,0.925,4.145,14.092,3.985,left
0.399,0.131,0.914,1.573,2.252,13.069,left
0.383,0.127,0.956,-8.763,19.328,-6.160,left
0.400,0.109,0.939,-9.626,2.588,-2.145,left
0.415,0.107,0.898,-3.099,5.344,-3.618,left
0.408,0.107,0.923,0.351,5.809,-1.916,left
0.406,0.112,0.936,-3.160,10.435,-4.313,left
0.427,0.108,0.946,-2.626,-0.916,-4.763,left
0.370,0.106,0.966,-7.290,-3.260,2.794,left
0.449,0.165,0.947,3.656,-2.321,3.634,left
0.504,0.188,1.023,22.412,-27.183,-1.870,left
0.481,0.099,0.794,27.053,-17.924,20.779,left
0.369,0.113,0.984,20.275,-2.863,23.031,left
0.504,0.112,0.900,3.412,13.244,-0.008,left
0.389,0.110,0.959,0.649,11.939,-16.924,left
0.416,0.081,0.943,2.122,31.427,-20.389,left
0.414,0.146,0.906,38.573,-19.023,5.244,left
0.216,0.263,1.085,21.015,10.496,-5.000,left
0.410,0.163,0.964,29.504,10.221,14.656,left
0.343,0.181,0.875,7.725,16.008,10.336,left
0.399,0.199,1.034,6.229,6.260,-7.893,left
0.195,0.320,0.966,-34.672,35.878,3.244,left
0.403,0.235,1.155,12.466,-13.489,4.221,left
0.425,0.211,0.949,22.504,2.206,-13.298,left
0.312,0.233,0.842,-14.328,10.412,6.656,left
0.344,0.232,1.041,-0.603,2.267,-0.389,left
0.325,0.213,0.915,2.076,3.153,2.489,left
0.315,0.219,0.923,3.260,3.237,-5.840,left
0.359,0.226,0.966,1.824,5.672,-3.344,left
0.365,0.217,0.966,5.389,4.641,3.237,left
0.555,0.224,1.003,2.244,20.031,11.336,left
1.626,0.270,1.424,-67.595,129.267,134.412,left
1.122,0.388,0.813,-85.275,115.519,250.130,left
0.443,0.344,0.748,-31.870,136.695,250.130,left
-1.288,0.262,0.900,167.031,-23.015,177.809,left
-0.700,0.069,0.839,-12.183,19.855,88.573,left
-0.157,-0.015,1.095,11.603,3.863,38.656,left
-0.234,-0.063,0.975,-9.511,11.015,-11.389,left
-0.127,-0.027,1.156,-1.672,-18.634,2.595,left
-0.151,-0.040,0.995,-34.099,-7.031,-33.183,left
0.224,0.024,1.064,27.206,24.336,-113.534,left
-0.165,0.020,1.328,-38.626,-31.321,-91.733,left
