ax,ay,az,gx,gy,gz,label
0.102,0.150,1.000,0.679,4.214,-0.656,idle
0.090,0.156,1.013,4.840,1.115,-1.160,idle
0.100,0.154,1.013,2.450,1.725,2.336,idle
0.077,0.152,1.007,1.656,-0.008,1.282,idle
0.097,0.158,1.012,3.298,-0.725,-0.458,idle
0.095,0.155,0.998,0.710,4.702,0.267,idle
0.096,0.158,1.018,4.969,0.840,-0.206,idle
0.111,0.152,0.998,-1.282,6.603,-1.618,idle
0.122,0.150,1.006,4.771,2.206,0.863,idle
0.105,0.151,1.028,1.985,1.702,1.656,idle
0.069,0.149,0.988,-1.481,3.748,-1.740,idle
0.109,0.146,1.032,4.198,0.214,1.634,idle
0.081,0.159,1.010,-0.168,0.656,0.595,idle
0.094,0.154,1.000,0.458,4.389,-2.420,idle
0.123,0.151,1.015,4.290,3.885,-0.298,idle
0.093,0.144,1.020,-1.511,2.718,-0.626,idle
0.124,0.148,1.002,3.374,1.626,0.756,idle
0.112,0.149,1.019,-0.687,2.588,0.786,idle
0.113,0.145,1.016,1.237,0.817,2.176,idle
0.115,0.146,1.009,5.046,0.481,1.122,idle
0.105,0.147,1.020,1.695,4.053,-0.939,idle
0.104,0.141,0.996,1.573,0.611,2.412,idle
0.100,0.146,1.037,3.664,2.000,-1.626,idle
0.113,0.140,0.997,2.160,3.702,-1.466,idle
0.112,0.144,1.007,3.092,0.947,-1.664,idle
0.114,0.150,1.026,1.481,1.214,-0.015,idle
0.122,0.136,0.962,3.023,0.901,1.779,idle
0.105,0.148,1.040,12.771,-2.924,1.397,idle
0.106,0.154,1.045,-2.023,1.756,-2.878,idle
0.124,0.152,1.012,3.901,-6.031,1.985,idle
0.107,0.153,0.973,-5.534,3.229,-2.221,idle
0.154,0.160,0.996,3.366,-2.389,1.481,idle
0.116,0.149,0.992,0.168,0.519,4.176,idle
0.129,0.163,1.044,11.618,-4.145,0.977,idle
0.115,0.159,0.987,1.534,2.817,-4.092,idle
0.150,0.171,1.016,5.443,-1.092,-0.870,idle
0.141,0.167,0.994,-0.153,3.305,3.344,idle
0.115,0.163,1.009,4.702,4.130,2.015,idle
0.166,0.157,1.010,3.565,3.489,-0.176,idle
0.142,0.166,1.022,0.679,2.420,4.481,idle
0.086,0.158,0.987,2.405,1.611,0.427,idle
0.133,0.161,1.010,-0.420,2.023,-0.954,idle
0.105,0.158,0.984,1.870,-0.351,2.405,idle
0.139,0.160,1.035,3.122,3.282,-0.817,idle
0.133,0.163,0.989,1.611,1.809,0.252,idle
0.119,0.171,1.024,0.656,2.939,0.595,idle
0.140,0.156,0.991,1.771,2.649,0.527,idle
0.138,0.164,1.007,3.206,1.863,1.099,idle
0.154,0.156,1.007,0.802,3.519,-1.809,idle
0.126,0.159,0.992,1.931,-0.351,2.298,idle
0.104,0.162,1.012,2.237,0.366,2.695,idle
0.115,0.158,1.008,2.740,-0.321,0.870,idle
0.137,0.157,1.018,1.679,2.198,-0.336,idle
0.136,0.161,0.990,1.740,1.328,-0.626,idle
0.146,0.165,1.016,4.031,0.611,0.244,idle
0.122,0.163,0.989,3.031,1.832,0.176,idle
0.126,0.168,1.011,1.313,1.473,-0.069,idle
0.145,0.160,0.995,2.366,1.405,0.389,idle
0.122,0.164,1.015,3.214,-1.053,2.664,idle
0.122,0.167,1.010,0.458,2.198,0.397,idle
0.142,0.158,0.988,2.458,2.321,0.565,idle
0.125,0.168,1.016,-0.832,1.985,-0.832,idle
0.154,0.161,1.000,4.336,-0.954,2.038,idle
0.110,0.168,1.003,-0.733,4.794,-0.298,idle
0.124,0.165,1.000,3.733,1.679,-0.450,idle
0.118,0.162,0.987,-0.053,3.565,-1.282,idle
0.115,0.165,1.029,7.863,-1.489,2.702,idle
0.142,0.165,0.991,-3.924,2.718,-3.260,idle
0.125,0.156,0.979,2.176,2.023,1.527,idle
0.122,0.160,0.963,8.328,0.443,-1.252,idle
0.169,0.173,1.061,9.542,-3.374,2.290,idle
0.122,0.173,1.019,-3.832,4.802,-0.542,idle
0.172,0.180,1.021,6.397,0.985,-0.855,idle
0.153,0.178,1.005,-4.481,6.374,0.519,idle
0.162,0.174,0.997,0.901,4.183,1.115,idle
0.124,0.166,0.990,0.817,2.817,1.481,idle
0.123,0.160,0.990,3.733,3.328,-0.908,idle
0.141,0.158,1.008,2.061,3.313,-1.405,idle
0.107,0.167,1.010,2.588,2.511,0.267,idle
0.155,0.161,0.996,3.962,0.740,-0.076,idle
0.143,0.168,1.003,2.099,3.351,-2.405,idle
0.124,0.160,1.018,5.328,-0.168,-0.489,idle
0.151,0.173,1.008,-0.160,2.557,-2.321,idle
0.139,0.179,0.975,1.069,5.229,-2.153,idle
0.150,0.173,0.997,7.130,4.794,-0.779,idle
0.114,0.174,1.011,-0.237,4.038,0.122,idle
0.145,0.167,0.987,4.206,2.496,0.191,idle
0.133,0.169,1.020,4.573,1.550,-0.183,idle
0.139,0.172,1.003,-2.290,3.847,0.435,idle
0.140,0.168,0.993,3.313,1.137,1.573,idle
0.129,0.173,1.009,2.969,1.328,0.557,idle
0.157,0.174,1.018,-0.649,3.176,-1.328,idle
0.142,0.170,0.985,5.649,-0.405,0.595,idle
0.132,0.176,1.011,-1.244,4.786,-1.992,idle
0.145,0.172,0.998,3.977,-1.588,0.748,idle
0.127,0.177,1.000,4.847,0.725,-1.832,idle
0.160,0.180,1.001,0.878,1.595,-0.107,idle
0.137,0.178,1.003,0.191,1.122,1.344,idle
0.125,0.175,0.992,4.282,1.802,-0.626,idle
0.173,0.176,1.015,-0.061,3.489,0.321,idle
0.119,0.171,1.000,2.153,1.061,3.344,idle
0.135,0.171,0.994,0.244,3.702,-3.023,idle
0.156,0.171,1.002,3.244,2.985,-1.015,idle
0.147,0.179,1.014,2.748,1.206,-0.771,idle
0.161,0.177,0.990,-1.405,1.382,0.481,idle
0.146,0.177,1.013,3.504,-1.183,2.282,idle
0.149,0.175,1.003,-1.969,3.802,-0.916,idle
0.122,0.171,0.978,2.427,-0.802,2.366,idle
0.121,0.181,1.012,0.786,3.015,-0.992,idle
0.139,0.173,1.012,2.832,0.740,1.802,idle
0.131,0.168,0.987,-0.786,2.595,-0.176,idle
0.130,0.172,1.012,4.122,2.557,0.046,idle
0.135,0.168,0.992,0.137,4.336,-1.122,idle
0.140,0.167,0.991,3.908,1.015,-0.412,idle
0.159,0.179,1.021,0.634,-0.870,2.038,idle
0.137,0.171,0.984,1.725,-1.069,0.794,idle
0.147,0.181,0.995,1.725,3.565,-0.641,idle
0.168,0.175,1.021,2.099,0.977,0.985,idle
0.150,0.172,1.006,2.336,0.496,1.206,idle
0.136,0.173,0.984,-1.389,3.191,-0.603,idle
0.119,0.169,1.000,1.786,2.832,-1.160,idle
0.154,0.170,0.995,4.626,3.237,-1.519,idle
0.152,0.166,0.998,0.672,4.550,-0.489,idle
0.127,0.173,1.007,4.565,2.695,-0.328,idle
0.159,0.166,1.004,0.595,4.786,-1.557,idle
0.143,0.161,0.985,1.557,1.924,0.687,idle
0.159,0.168,1.022,3.779,0.611,-0.023,idle
0.149,0.172,1.005,-0.450,2.824,-0.939,idle
0.140,0.168,0.970,3.962,3.282,-1.969,idle
0.157,0.176,1.023,3.122,1.092,0.176,idle
0.156,0.173,0.997,0.191,4.115,-0.382,idle
0.138,0.170,0.986,4.107,2.046,0.504,idle
0.167,0.173,1.008,1.565,4.107,-2.076,idle
0.161,0.171,1.009,4.206,1.832,0.733,idle
0.143,0.172,0.994,2.122,1.176,1.603,idle
0.137,0.173,1.011,-3.443,5.855,-1.763,idle
0.150,0.169,0.995,4.748,-1.000,4.084,idle
0.140,0.172,0.999,-0.336,1.344,-1.244,idle
0.165,0.173,1.022,2.817,-1.550,2.092,idle
0.140,0.172,0.987,-0.664,4.710,-0.260,idle
0.147,0.172,0.989,2.481,3.328,-0.779,idle
0.156,0.170,0.995,1.260,3.710,-0.641,idle
0.155,0.175,0.998,0.847,2.656,0.061,idle
0.158,0.168,1.015,5.092,2.496,0.794,idle
0.146,0.161,0.988,-0.939,5.221,-1.947,idle
0.136,0.167,1.008,4.611,-0.634,1.366,idle
0.172,0.165,0.998,-0.458,3.969,-0.824,idle
0.137,0.172,0.999,0.885,1.115,1.046,idle
0.155,0.178,1.012,3.649,1.282,-0.656,idle
0.140,0.173,0.978,1.489,4.817,-1.191,idle
0.139,0.173,1.037,2.145,0.069,0.763,idle
0.149,0.170,0.993,1.695,2.618,0.038,idle
0.140,0.166,1.003,1.649,3.519,-1.557,idle
0.157,0.167,1.009,2.069,1.588,0.969,idle
0.145,0.167,1.011,2.618,1.595,0.298,idle
0.159,0.165,0.997,-1.038,3.084,-1.359,idle
0.137,0.174,0.998,3.221,2.794,-0.603,idle
0.149,0.169,1.000,0.679,2.046,0.885,idle
0.138,0.166,1.010,-1.183,3.092,0.389,idle
