ax,ay,az,gx,gy,gz,label
-0.175,0.310,1.442,-64.809,42.588,12.435,up
-0.005,0.227,0.640,-14.641,-24.252,91.901,up
-0.375,0.171,0.760,55.527,-44.756,117.656,up
-0.619,0.623,1.315,-6.069,30.305,3.939,up
-0.241,0.250,0.335,48.901,80.473,-183.985,up
0.302,0.472,1.550,76.939,15.656,-84.168,up
-0.552,0.296,0.664,-69.626,43.252,-14.924,up
-0.214,0.010,0.969,83.023,10.137,-112.008,up
-0.090,0.307,0.974,47.122,-58.435,30.885,up
-0.273,0.540,1.084,92.107,32.176,7.366,up
-0.432,0.448,0.883,-21.847,9.275,0.069,up
-0.068,0.418,0.963,31.695,-36.771,44.344,up
-0.872,0.678,0.719,68.023,10.382,-36.466,up
-0.121,0.448,0.846,3.664,-14.779,-6.969,up
-0.349,0.473,1.279,-18.733,-124.901,73.275,up
-0.028,0.136,0.636,-76.588,-68.458,92.458,up
-0.359,0.470,0.891,47.382,0.962,22.366,up
-0.306,0.635,1.044,6.542,30.046,-18.679,up
-0.153,0.370,0.830,-75.618,-9.702,-6.588,up
-0.275,0.388,0.728,89.160,31.863,-45.336,up
-0.182,0.456,1.042,23.618,-9.916,44.672,up
-0.573,0.421,0.830,-22.214,1.099,8.084,up
-0.157,0.438,0.966,23.038,17.702,-18.534,up
-0.420,0.502,0.925,-10.458,-24.725,23.611,up
-0.318,0.395,0.909,-36.115,14.137,-19.458,up
-0.338,0.353,0.784,-7.076,-34.878,4.878,up
-0.277,0.434,1.075,-47.321,-74.137,37.092,up
-0.287,0.293,0.688,18.626,8.389,-34.779,up
-0.177,0.377,1.054,22.107,-33.061,35.145,up
-0.260,0.360,0.875,-13.634,-19.847,23.588,up
-0.156,0.401,0.959,34.481,-2.351,2.366,up
-0.348,0.441,0.975,-4.229,-44.458,-9.046,up
0.005,0.388,0.999,-12.595,7.076,-44.458,up
-0.051,0.367,0.839,24.992,-9.618,0.687,up
-0.129,0.424,1.062,10.504,-17.214,20.763,up
-0.253,0.384,0.859,-0.809,-1.656,-2.489,up
0.045,0.381,0.966,17.519,22.679,6.802,up
-0.267,0.425,0.988,5.695,20.580,-3.069,up
-0.121,0.436,0.931,-7.458,5.099,-16.168,up
-0.093,0.406,0.902,18.679,33.336,-24.168,up
-0.244,0.454,0.990,4.771,9.183,2.168,up
-0.150,0.415,0.885,-5.252,20.015,-2.229,up
-0.227,0.437,0.934,16.069,11.527,2.664,up
-0.251,0.420,0.924,5.901,4.687,-2.656,up
-0.188,0.423,0.896,-8.962,14.389,-5.595,up
-0.254,0.426,0.879,17.969,3.977,1.198,up
-0.216,0.435,0.929,1.542,-2.588,8.863,up
-0.210,0.460,0.962,9.115,11.847,0.008,up
-0.202,0.414,0.891,5.679,7.328,8.573,up
-0.235,0.942,2.000,181.137,-250.137,164.809,up
-0.656,2.000,2.000,-250.137,-45.870,-176.252,up
0.577,0.457,-1.280,-250.137,250.130,-250.137,up
1.210,-0.309,0.326,-79.351,-160.000,68.550,up
-0.089,-0.488,-0.008,33.214,-230.992,250.130,up
-0.458,-0.457,0.985,216.412,5.916,34.786,up
-0.010,-0.497,1.326,-77.107,15.168,3.626,up
-0.008,-0.674,0.427,24.618,49.603,-30.786,up
0.086,-0.573,0.921,62.702,-12.168,38.344,up
-0.143,-0.527,0.912,25.824,12.802,17.939,up
-0.125,-0.529,0.937,5.855,12.458,-13.550,up
0.146,-0.613,0.621,21.313,48.053,10.504,up
-0.072,-0.437,0.613,159.405,-23.221,75.626,up
-0.320,-0.217,1.105,135.412,-43.756,88.427,up
-0.324,-0.244,0.747,138.382,88.809,-66.527,up
0.127,-0.060,1.233,125.519,30.427,1.962,up
-0.315,0.016,0.917,90.435,-33.649,50.160,up
-0.254,0.328,1.253,105.565,44.626,-43.603,up
-0.130,0.117,0.841,46.496,78.359,-51.840,up
-0.220,0.056,1.010,54.939,100.893,-6.870,up
-0.161,0.453,1.244,140.802,-76.962,113.313,up
-0.391,0.411,0.875,19.031,20.557,-4.008,up
-0.076,0.453,0.833,77.672,-25.321,42.122,up
-0.155,0.604,1.072,62.878,-54.359,65.626,up
-0.275,0.578,0.997,-13.504,-16.092,7.702,up
0.010,0.460,0.623,10.878,52.107,-57.076,up
-0.091,0.571,1.054,86.504,-71.603,53.649,up
-0.134,0.591,0.805,30.031,12.550,-12.588,up
0.049,0.645,0.817,65.580,-0.420,-5.496,up
-0.059,0.674,0.913,25.008,-33.603,36.267,up
-0.172,0.750,0.925,-2.885,-15.206,-5.817,up
-0.006,0.659,0.763,-14.748,27.855,-45.397,up
