ax,ay,az,gx,gy,gz,label
-0.220,-0.041,0.892,-12.878,25.992,14.450,up
-0.449,-0.061,0.933,21.176,-6.947,-3.252,up
-0.245,-0.124,1.146,-2.038,-3.542,-18.000,up
-0.103,-0.145,0.944,-25.496,-8.924,-11.870,up
-0.273,-0.079,0.989,-37.542,-112.511,24.374,up
-0.151,-0.216,0.469,17.992,-68.321,-4.191,up
0.069,-0.109,1.262,100.527,-10.000,-39.473,up
0.011,-0.081,0.598,78.412,-25.748,-5.916,up
-0.078,0.084,1.198,5.695,5.977,-49.878,up
-0.047,0.105,1.178,96.183,-67.924,25.359,up
0.313,0.297,1.230,7.641,-16.756,-0.855,up
-0.548,0.223,1.433,-42.298,-9.779,-96.489,up
0.439,0.050,0.633,128.473,-26.000,-48.244,up
0.300,0.241,0.773,118.748,-13.412,8.740,up
-0.246,0.449,1.147,144.771,-15.588,-25.504,up
0.168,0.459,0.787,38.344,61.053,-65.244,up
-0.017,0.519,1.457,-25.252,41.656,-9.710,up
0.090,0.384,0.720,19.466,16.519,-8.191,up
0.073,0.464,1.085,22.740,31.412,-13.725,up
-0.096,0.362,0.827,50.786,53.672,-26.473,up
-0.015,0.541,1.024,13.847,4.313,0.382,up
-0.169,0.501,0.805,-14.466,-9.924,10.588,up
0.021,0.489,1.002,14.618,6.092,-10.481,up
-0.150,0.468,0.727,8.542,20.718,-0.779,up
-0.082,0.566,0.934,0.718,-6.176,14.435,up
-0.086,0.474,0.833,12.076,6.344,-9.053,up
-0.019,0.514,0.948,9.969,1.069,0.435,up
-0.139,0.447,0.848,14.267,9.443,-13.168,up
-0.056,0.528,0.933,12.145,-5.412,8.153,up
-0.007,0.516,0.868,7.618,7.618,-4.519,up
-0.038,0.552,1.031,-13.130,-14.802,9.954,up
-0.029,0.485,0.843,-47.252,0.046,2.229,up
-0.052,0.445,0.813,-5.115,-1.992,6.710,up
-0.036,0.473,0.945,6.115,-4.321,3.359,up
0.002,0.480,0.925,1.260,1.084,-0.618,up
-0.011,0.469,0.936,-2.863,-0.687,1.718,up
-0.015,0.475,0.919,6.962,-2.046,4.176,up
-0.038,0.473,0.895,-0.496,8.710,-1.244,up
-0.027,0.476,0.930,4.221,-1.679,5.115,up
-0.009,0.478,0.915,3.000,6.809,-3.733,up
-0.019,0.476,0.919,-1.000,-1.863,2.443,up
-0.018,0.470,0.895,-2.336,0.802,1.748,up
-0.008,0.485,0.949,2.099,0.366,1.412,up
0.015,0.469,0.907,2.069,4.977,1.053,up
-0.170,0.451,0.759,15.771,-101.458,7.359,up
0.944,1.087,2.000,-227.344,-250.137,-3.397,up
0.191,0.925,0.385,-250.137,145.221,250.130,up
0.182,-0.320,0.935,-250.137,168.504,-58.718,up
0.164,-0.314,0.398,-250.137,14.710,96.588,up
0.246,-0.771,0.031,-82.969,4.298,-35.908,up
0.039,-0.674,0.289,-43.511,-1.748,45.939,up
0.065,-0.815,0.316,14.771,19.198,-15.435,up
0.171,-0.889,0.385,57.267,-29.336,13.244,up
0.064,-0.866,0.438,3.031,-1.092,-8.863,up
0.191,-0.910,0.494,72.290,-27.481,12.550,up
0.142,-0.832,0.494,2.649,15.137,-3.076,up
0.104,-0.818,0.633,67.145,-28.489,14.473,up
0.165,-0.741,0.445,97.702,-9.412,-5.435,up
0.092,-0.682,0.713,73.534,1.878,-35.069,up
0.213,-0.656,0.641,104.473,90.733,-70.878,up
